REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
8	33775215	52690545	143	18.91533	C182	UNC5D_Q6UXZ4_OID30447_v1_Inflammation_II
8	33775215	52690545	143	18.91533	C182	PLPBP_O94903_OID20144_v1_Cardiometabolic
8	33775215	52690545	143	18.91533	C182	ADAM9_Q13443_OID31488_v1_Oncology_II
8	33775215	52690545	143	18.91533	C182	DDHD2_O94830_OID31043_v1_Neurology_II
8	33775215	52690545	143	18.91533	C182	IDO1_P14902_OID30230_v1_Cardiometabolic_II
8	33775215	52690545	143	18.91533	C182	IDO1_P14902_OID30563_v1_Inflammation_II
8	33775215	52690545	143	18.91533	C182	IDO1_P14902_OID31050_v1_Neurology_II
8	33775215	52690545	143	18.91533	C182	IDO1_P14902_OID31474_v1_Oncology_II
8	33775215	52690545	143	18.91533	C182	SFRP1_Q8N474_OID20984_v1_Neurology
8	33775215	52690545	143	18.91533	C182	DKK4_Q9UBT3_OID20934_v1_Neurology
8	33775215	52690545	143	18.91533	C182	PLAT_P00750_OID20247_v1_Cardiometabolic
8	33775215	52690545	143	18.91533	C182	FNTA_P49354_OID31381_v1_Oncology_II
8	33775215	52690545	143	18.91533	C182	PXDNL_A1KZ92_OID31405_v1_Oncology_II
