REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
3	37234579	62021393	55	24.786814	C100001253	GASK1A_Q9UFP1_OID30109_v1_Cardiometabolic_II
3	37234579	62021393	55	24.786814	C100001253	ACAA1_P09110_OID21269_v1_Oncology
3	37234579	62021393	55	24.786814	C100001253	MST1_P26927_OID30713_v1_Inflammation_II
3	37234579	62021393	55	24.786814	C100001253	RPL14_P50914_OID30284_v1_Cardiometabolic_II
3	37234579	62021393	55	24.786814	C100001253	TDGF1_P13385_OID20816_v1_Neurology
3	37234579	62021393	55	24.786814	C100001253	CDCP1_Q9H5V8_OID20940_v1_Neurology
3	37234579	62021393	55	24.786814	C100001253	CLEC3B_P05452_OID30756_v1_Inflammation_II
3	37234579	62021393	55	24.786814	C100001253	ACY1_Q03154_OID20137_v1_Cardiometabolic
3	37234579	62021393	55	24.786814	C100001253	SPINK8_P0C7L1_OID30153_v1_Cardiometabolic_II
3	37234579	62021393	55	24.786814	C100001253	PTH1R_Q03431_OID20571_v1_Inflammation
3	37234579	62021393	55	24.786814	C100001253	LZTFL1_Q9NQ48_OID30637_v1_Inflammation_II
3	37234579	62021393	55	24.786814	C100001253	SHISA5_Q8N114_OID30387_v1_Cardiometabolic_II
3	37234579	62021393	55	24.786814	C100001253	HYAL1_Q12794_OID20357_v1_Cardiometabolic
3	37234579	62021393	55	24.786814	C100001253	ABHD14B_Q96IU4_OID20921_v1_Neurology
3	37234579	62021393	55	24.786814	C100001253	PRKAR2A_P13861_OID31119_v1_Neurology_II
3	37234579	62021393	55	24.786814	C100001253	SEMA3F_Q13275_OID20186_v1_Cardiometabolic
3	37234579	62021393	55	24.786814	C100001253	ITIH3_Q06033_OID20352_v1_Cardiometabolic
3	37234579	62021393	55	24.786814	C100001253	ITIH4_Q14624_OID30762_v1_Inflammation_II
3	37234579	62021393	55	24.786814	C100001253	IL17RB_Q9NRM6_OID20585_v1_Inflammation
3	37234579	62021393	55	24.786814	C100001253	MANF_P55145_OID20707_v1_Inflammation
3	37234579	62021393	55	24.786814	C100001253	NAA80_Q93015_OID30893_v1_Neurology_II
3	37234579	62021393	55	24.786814	C100001253	DAG1_Q14118_OID20774_v1_Inflammation
3	37234579	62021393	55	24.786814	C100001253	ITIH1_P19827_OID30722_v1_Inflammation_II
3	37234579	62021393	55	24.786814	C100001253	TWF2_Q6IBS0_OID30386_v1_Cardiometabolic_II
3	37234579	62021393	55	24.786814	C100001253	FAM3D_Q96BQ1_OID31514_v1_Oncology_II
3	37234579	62021393	55	24.786814	C100001253	ERC2_O15083_OID30880_v1_Neurology_II
3	37234579	62021393	55	24.786814	C100001253	SLMAP_Q14BN4_OID31441_v1_Oncology_II
3	37234579	62021393	55	24.786814	C100001253	FHIT_P49789_OID20872_v1_Neurology
