REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
16	26621841	36051336	248	9.429495	C999912707	IL4R_P24394_OID20576_v1_Inflammation
16	26621841	36051336	248	9.429495	C999912707	APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II
16	26621841	36051336	248	9.429495	C999912707	SULT1A1_P50225_OID21031_v1_Neurology
16	26621841	36051336	248	9.429495	C999912707	LAT_O43561_OID20640_v1_Inflammation
16	26621841	36051336	248	9.429495	C999912707	ATXN2L_Q8WWM7_OID30980_v1_Neurology_II
16	26621841	36051336	248	9.429495	C999912707	PRSS53_Q2L4Q9_OID31093_v1_Neurology_II
16	26621841	36051336	248	9.429495	C999912707	SEZ6L2_Q6UXD5_OID21289_v1_Oncology
16	26621841	36051336	248	9.429495	C999912707	BOLA2_BOLA2B_Q9H3K6_OID30267_v1_Cardiometabolic_II
16	26621841	36051336	248	9.429495	C999912707	PYDC1_Q8WXC3_OID30202_v1_Cardiometabolic_II
16	26621841	36051336	248	9.429495	C999912707	ITGAL_P20701_OID30537_v1_Inflammation_II
16	26621841	36051336	248	9.429495	C999912707	ITGAM_P11215_OID21071_v1_Neurology
16	26621841	36051336	248	9.429495	C999912707	PRSS8_Q16651_OID20763_v1_Inflammation
16	26621841	36051336	248	9.429495	C999912707	DCTPP1_Q9H773_OID20148_v1_Cardiometabolic
16	26621841	36051336	248	9.429495	C999912707	STX4_Q12846_OID21326_v1_Oncology
16	26621841	36051336	248	9.429495	C999912707	CTF1_Q16619_OID20061_v1_Cardiometabolic
16	26621841	36051336	248	9.429495	C999912707	AHSP_Q9NZD4_OID21078_v1_Neurology
