REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
15	39416344	46271807	239	6.855463	C100000406	SRP14_P37108_OID21324_v1_Oncology
15	39416344	46271807	239	6.855463	C100000406	ZFYVE19_Q96K21_OID31452_v1_Oncology_II
15	39416344	46271807	239	6.855463	C100000406	SPINT1_O43278_OID21109_v1_Neurology
15	39416344	46271807	239	6.855463	C100000406	TYRO3_Q06418_OID20161_v1_Cardiometabolic
15	39416344	46271807	239	6.855463	C100000406	PLCB2_Q00722_OID31155_v1_Neurology_II
15	39416344	46271807	239	6.855463	C100000406	GCHFR_P30047_OID30631_v1_Inflammation_II
15	39416344	46271807	239	6.855463	C100000406	PPP1R14D_Q9NXH3_OID30997_v1_Neurology_II
15	39416344	46271807	239	6.855463	C100000406	CKMT1A_CKMT1B_P12532_OID20721_v1_Inflammation
15	39416344	46271807	239	6.855463	C100000406	CAPN3_P20807_OID31384_v1_Oncology_II
15	39416344	46271807	239	6.855463	C100000406	SORD_Q00796_OID21453_v1_Oncology
15	39416344	46271807	239	6.855463	C100000406	PDIA3_P30101_OID30573_v1_Inflammation_II
15	39416344	46271807	239	6.855463	C100000406	GOLM2_Q6P4E1_OID21044_v1_Neurology
