REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
1	100179637	163561343	12	63.381706	C999924309	VCAM1_P19320_OID20396_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	AMY2A_P04746_OID20333_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	AMY2B_P19961_OID20340_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	AMY1A_AMY1B_AMY1C_P0DUB6_P0DTE7_P0DTE8_OID30707_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	PSRC1_Q6PGN9_OID21169_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	VAV3_Q9UKW4_OID30795_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	CELSR2_Q9HCU4_OID30593_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	GSTM4_Q03013_OID30164_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	SORT1_Q99523_OID20213_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	AMIGO1_Q86WK6_OID30881_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	PROK1_P58294_OID20543_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	CSF1_P09603_OID20719_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	CD101_Q93033_OID31480_v1_Oncology_II
1	100179637	163561343	12	63.381706	C999924309	RHOC_P08134_OID20950_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	SLC16A1_P53985_OID20799_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	BCL2L15_Q5TBC7_OID30498_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	IGSF3_O75054_OID21312_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	CD58_P19256_OID20716_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	MAN1A2_O60476_OID30262_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	TTF2_Q9UNY4_OID30942_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	CD2_P06729_OID30097_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	VTCN1_Q7Z7D3_OID21164_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	REG4_Q9BYZ8_OID20784_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	NOTCH2_Q04721_OID30407_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	ACP6_Q9NPH0_OID21432_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	CD160_O95971_OID20647_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	HJV_Q6ZVN8_OID31006_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	PDZK1_Q5T2W1_OID30550_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	ECM1_Q16610_OID30736_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	MENT_Q9BUN1_OID30595_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	ADAMTSL4_Q6UY14_OID30275_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	BOLA1_Q9Y3E2_OID30837_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	CA14_Q9ULX7_OID21401_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	CRNN_Q9UBG3_OID21427_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	CTSS_P25774_OID21056_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	ENSA_O43768_OID31355_v1_Oncology_II
1	100179637	163561343	12	63.381706	C999924309	MINDY1_Q8N5J2_OID31399_v1_Oncology_II
1	100179637	163561343	12	63.381706	C999924309	OTUD7B_Q6GQQ9_OID31064_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	PLEKHO1_Q53GL0_OID31088_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	SF3B4_Q15427_OID21278_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	SV2A_Q7L0J3_OID30965_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	TNFAIP8L2_Q6P589_OID30629_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	TDRKH_Q9Y2W6_OID20875_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	SEMA6C_Q9H3T2_OID30531_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	PGLYRP4_Q96LB8_OID30101_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	IL6R_P08887_OID20385_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	SPRR3_Q9UBC9_OID31131_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	S100A13_Q99584_OID30529_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	S100A11_P31949_OID20130_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	S100A4_P26447_OID21519_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	S100A12_P80511_OID21374_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	S100A3_P33764_OID31352_v1_Oncology_II
1	100179637	163561343	12	63.381706	C999924309	ADAM15_Q13444_OID20109_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	S100A14_Q9HCY8_OID30987_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	S100A16_Q96FQ6_OID20878_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	HDGF_P51858_OID21455_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	EFNA4_P52798_OID20935_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	PKLR_P30613_OID20682_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	EFNA1_P20827_OID21125_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	PMVK_Q15126_OID20850_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	PBXIP1_Q96AQ6_OID31435_v1_Oncology_II
1	100179637	163561343	12	63.381706	C999924309	SCAMP3_O14828_OID21332_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	BGLAP_P02818_OID30389_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	BCAN_Q96GW7_OID20998_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	PEAR1_Q5VY43_OID20257_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	FCRL2_Q96LA5_OID20639_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	FCRL3_Q96P31_OID20443_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	FCRL1_Q96LA6_OID20172_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	FCRL5_Q96RD9_OID21111_v1_Neurology
1	100179637	163561343	12	63.381706	C999924309	CD5L_O43866_OID30775_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	CD1C_P29017_OID21483_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	FCRL6_Q6DN72_OID20529_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	SLAMF8_Q9P0V8_OID21214_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	MNDA_P41218_OID20156_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	APCS_P02743_OID30778_v1_Inflammation_II
1	100179637	163561343	12	63.381706	C999924309	FCER1A_P12319_OID30992_v1_Neurology_II
1	100179637	163561343	12	63.381706	C999924309	FCGR2A_P12318_OID20391_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	IGSF9_Q9P2J2_OID30330_v1_Cardiometabolic_II
1	100179637	163561343	12	63.381706	C999924309	IGSF8_Q969P0_OID20167_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	CD48_P09326_OID20692_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	SLAMF6_Q96DU3_OID21254_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	CD84_Q9UIB8_OID20607_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	LY9_Q9HBG7_OID20670_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	FCRLB_Q6BAA4_OID21193_v1_Oncology
1	100179637	163561343	12	63.381706	C999924309	FCGR3B_O75015_OID20387_v1_Cardiometabolic
1	100179637	163561343	12	63.381706	C999924309	SLAMF7_Q9NQ25_OID20602_v1_Inflammation
1	100179637	163561343	12	63.381706	C999924309	SLAMF1_Q13291_OID20496_v1_Inflammation
