REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
4	64033373	101114407	77	37.081034	C100001614	GC_P02774_OID30780_v1_Inflammation_II
4	64033373	101114407	77	37.081034	C100001614	TMPRSS11D_O60235_OID31103_v1_Neurology_II
4	64033373	101114407	77	37.081034	C100001614	ODAM_A1E959_OID20793_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	AMBN_Q9NP70_OID20437_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	CXCL1_P09341_OID20762_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	CXCL5_P42830_OID20207_v1_Cardiometabolic
4	64033373	101114407	77	37.081034	C100001614	AFP_P02771_OID20978_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	CXCL6_P80162_OID20613_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	AFM_P43652_OID30741_v1_Inflammation_II
4	64033373	101114407	77	37.081034	C100001614	PPBP_P02775_OID30761_v1_Inflammation_II
4	64033373	101114407	77	37.081034	C100001614	BTC_P35070_OID21199_v1_Oncology
4	64033373	101114407	77	37.081034	C100001614	CXCL8_P10145_OID20631_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	CXCL8_P10145_OID20153_v1_Cardiometabolic
4	64033373	101114407	77	37.081034	C100001614	CXCL8_P10145_OID20997_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	CXCL8_P10145_OID21430_v1_Oncology
4	64033373	101114407	77	37.081034	C100001614	PF4_P02776_OID30764_v1_Inflammation_II
4	64033373	101114407	77	37.081034	C100001614	EREG_O14944_OID20905_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	EPGN_Q6UW88_OID31373_v1_Oncology_II
4	64033373	101114407	77	37.081034	C100001614	AREG_P15514_OID21357_v1_Oncology
4	64033373	101114407	77	37.081034	C100001614	NAAA_Q02083_OID20931_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	CXCL10_P02778_OID20697_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	ART3_Q13508_OID20346_v1_Cardiometabolic
4	64033373	101114407	77	37.081034	C100001614	SCARB2_Q14108_OID20943_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	CXCL11_O14625_OID21042_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	CXCL9_Q07325_OID20675_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	CXCL13_O43927_OID21024_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	ANXA3_P12429_OID21036_v1_Neurology
4	64033373	101114407	77	37.081034	C100001614	FGF5_P12034_OID20490_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	SEC31A_O94979_OID30269_v1_Cardiometabolic_II
4	64033373	101114407	77	37.081034	C100001614	HPSE_Q9Y251_OID30409_v1_Cardiometabolic_II
4	64033373	101114407	77	37.081034	C100001614	SPARCL1_Q14515_OID20361_v1_Cardiometabolic
4	64033373	101114407	77	37.081034	C100001614	MEPE_Q9NQ76_OID20753_v1_Inflammation
4	64033373	101114407	77	37.081034	C100001614	SPP1_P10451_OID20322_v1_Cardiometabolic
4	64033373	101114407	77	37.081034	C100001614	DMP1_Q13316_OID30213_v1_Cardiometabolic_II
4	64033373	101114407	77	37.081034	C100001614	PKD2_Q13563_OID30184_v1_Cardiometabolic_II
4	64033373	101114407	77	37.081034	C100001614	FAM13A_O94988_OID31463_v1_Oncology_II
4	64033373	101114407	77	37.081034	C100001614	SNCA_P37840_OID30645_v1_Inflammation_II
4	64033373	101114407	77	37.081034	C100001614	HPGDS_O60760_OID21266_v1_Oncology
4	64033373	101114407	77	37.081034	C100001614	ADH1B_P00325_OID30612_v1_Inflammation_II
4	64033373	101114407	77	37.081034	C100001614	ADH4_P08319_OID20117_v1_Cardiometabolic
4	64033373	101114407	77	37.081034	C100001614	DNAJB14_Q8TBM8_OID31434_v1_Oncology_II
4	64033373	101114407	77	37.081034	C100001614	DAPP1_Q9UN19_OID20524_v1_Inflammation
