REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
6	22475112	79683053	108	57.207941	C100002761	BTN3A2_P78410_OID20540_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	HLA-A_P04439_OID31048_v1_Neurology_II
6	22475112	79683053	108	57.207941	C100002761	BTN2A1_Q7KYR7_OID20713_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	KIAA0319_Q5VV43_OID31094_v1_Neurology_II
6	22475112	79683053	108	57.207941	C100002761	ALDH5A1_P51649_OID31047_v1_Neurology_II
6	22475112	79683053	108	57.207941	C100002761	HLA-E_P13747_OID20532_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	LTA_P01374_OID20586_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	CDSN_Q15517_OID20667_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	ACOT13_Q9NPJ3_OID31522_v1_Oncology_II
6	22475112	79683053	108	57.207941	C100002761	DDR1_Q08345_OID21009_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	TNXB_P22105_OID21107_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	SCGN_O76038_OID20457_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	C2_P06681_OID20410_v1_Cardiometabolic
6	22475112	79683053	108	57.207941	C100002761	APOM_O95445_OID20374_v1_Cardiometabolic
6	22475112	79683053	108	57.207941	C100002761	AGER_Q15109_OID20756_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	HCG22_E2RYF7_OID30088_v1_Cardiometabolic_II
6	22475112	79683053	108	57.207941	C100002761	BTN1A1_Q13410_OID31363_v1_Oncology_II
6	22475112	79683053	108	57.207941	C100002761	CFB_P00751_OID30755_v1_Inflammation_II
6	22475112	79683053	108	57.207941	C100002761	MOG_Q16653_OID21384_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	FKBPL_Q9UIM3_OID31499_v1_Oncology_II
6	22475112	79683053	108	57.207941	C100002761	TRIM40_Q6P9F5_OID30885_v1_Neurology_II
6	22475112	79683053	108	57.207941	C100002761	LTB_Q06643_OID31383_v1_Oncology_II
6	22475112	79683053	108	57.207941	C100002761	HLA-DRA_P01903_OID20520_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	DXO_O77932_OID31080_v1_Neurology_II
6	22475112	79683053	108	57.207941	C100002761	TNF_P01375_OID20074_v1_Cardiometabolic
6	22475112	79683053	108	57.207941	C100002761	TNF_P01375_OID20473_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	AIF1_P55008_OID21234_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	ATP6V1G2_O95670_OID30167_v1_Cardiometabolic_II
6	22475112	79683053	108	57.207941	C100002761	TNF_P01375_OID20848_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	TNF_P01375_OID21237_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	MLN_P12872_OID20541_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	HSPA1A_P0DMV8_OID20718_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	CLPS_P04118_OID21156_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	FKBP5_Q13451_OID20937_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	MAPK13_O15264_OID31205_v1_Oncology_II
6	22475112	79683053	108	57.207941	C100002761	RAB44_Q7Z6P3_OID31346_v1_Oncology_II
6	22475112	79683053	108	57.207941	C100002761	MDGA1_Q8NFP4_OID20951_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	PI16_Q6UXB8_OID30676_v1_Inflammation_II
6	22475112	79683053	108	57.207941	C100002761	CDKN1A_P38936_OID21319_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	GLO1_Q04760_OID20107_v1_Cardiometabolic
6	22475112	79683053	108	57.207941	C100002761	TREM2_Q9NZC2_OID20731_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	TREML2_Q5T2D2_OID21120_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	DNPH1_O43598_OID20744_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	TJAP1_Q5JTD0_OID21477_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	PTK7_Q13308_OID20880_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	TBCC_Q15814_OID20942_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	NFKBIE_O00221_OID21212_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	VEGFA_P15692_OID20650_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	ENPP5_Q9UJA9_OID20736_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	TNFRSF21_O75509_OID21052_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	CLIC5_Q9NZA1_OID30890_v1_Neurology_II
6	22475112	79683053	108	57.207941	C100002761	PLA2G7_Q13093_OID21105_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	MEP1A_Q16819_OID31459_v1_Oncology_II
6	22475112	79683053	108	57.207941	C100002761	CRISP2_P16562_OID21456_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	CRISP3_P54108_OID30715_v1_Inflammation_II
6	22475112	79683053	108	57.207941	C100002761	CD2AP_Q9Y5K6_OID20177_v1_Cardiometabolic
6	22475112	79683053	108	57.207941	C100002761	MMUT_P22033_OID30159_v1_Cardiometabolic_II
6	22475112	79683053	108	57.207941	C100002761	IL17F_Q96PD4_OID20456_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	GSTA1_P08263_OID20166_v1_Cardiometabolic
6	22475112	79683053	108	57.207941	C100002761	GSTA3_Q16772_OID21242_v1_Oncology
6	22475112	79683053	108	57.207941	C100002761	GFRAL_Q6UXV0_OID31091_v1_Neurology_II
6	22475112	79683053	108	57.207941	C100002761	ADGRB3_O60242_OID20974_v1_Neurology
6	22475112	79683053	108	57.207941	C100002761	COL9A1_P20849_OID20550_v1_Inflammation
6	22475112	79683053	108	57.207941	C100002761	CD109_Q6YHK3_OID21108_v1_Neurology
