REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
19	226776	22629332	270	22.402556	C100009405	AZU1_P20160_OID20309_v1_Cardiometabolic
19	226776	22629332	270	22.402556	C100009405	BSG_P35613_OID20626_v1_Inflammation
19	226776	22629332	270	22.402556	C100009405	FSTL3_O95633_OID20782_v1_Inflammation
19	226776	22629332	270	22.402556	C100009405	PALM_O75781_OID31515_v1_Oncology_II
19	226776	22629332	270	22.402556	C100009405	PRTN3_P24158_OID20329_v1_Cardiometabolic
19	226776	22629332	270	22.402556	C100009405	CFD_P00746_OID30738_v1_Inflammation_II
19	226776	22629332	270	22.402556	C100009405	ARHGAP45_Q92619_OID30653_v1_Inflammation_II
19	226776	22629332	270	22.402556	C100009405	ADAMTSL5_Q6ZMM2_OID30355_v1_Cardiometabolic_II
19	226776	22629332	270	22.402556	C100009405	LMNB2_Q03252_OID31109_v1_Neurology_II
19	226776	22629332	270	22.402556	C100009405	THOP1_P52888_OID20194_v1_Cardiometabolic
19	226776	22629332	270	22.402556	C100009405	GIPC3_Q8TF64_OID31507_v1_Oncology_II
19	226776	22629332	270	22.402556	C100009405	LRG1_P02750_OID30751_v1_Inflammation_II
19	226776	22629332	270	22.402556	C100009405	YJU2_Q9BW85_OID31404_v1_Oncology_II
19	226776	22629332	270	22.402556	C100009405	HDGFL2_Q7Z4V5_OID31136_v1_Neurology_II
19	226776	22629332	270	22.402556	C100009405	MYDGF_Q969H8_OID30313_v1_Cardiometabolic_II
19	226776	22629332	270	22.402556	C100009405	PTPRS_Q13332_OID20306_v1_Cardiometabolic
19	226776	22629332	270	22.402556	C100009405	PLIN3_O60664_OID20143_v1_Cardiometabolic
19	226776	22629332	270	22.402556	C100009405	FUT3_FUT5_P21217_Q11128_OID21013_v1_Neurology
19	226776	22629332	270	22.402556	C100009405	LONP1_P36776_OID30219_v1_Cardiometabolic_II
