REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
6	112907142	134617913	113	21.710771	C231	RWDD1_Q9H446_OID21015_v1_Neurology
6	112907142	134617913	113	21.710771	C231	TSPYL1_Q9H0U9_OID30512_v1_Inflammation_II
6	112907142	134617913	113	21.710771	C231	SMPDL3A_Q92484_OID20676_v1_Inflammation
6	112907142	134617913	113	21.710771	C231	HDDC2_Q7Z4H3_OID31447_v1_Oncology_II
6	112907142	134617913	113	21.710771	C231	LEG1_Q6P5S2_OID30608_v1_Inflammation_II
6	112907142	134617913	113	21.710771	C231	RSPO3_Q9BXY4_OID21415_v1_Oncology
6	112907142	134617913	113	21.710771	C231	PTPRK_Q15262_OID31461_v1_Oncology_II
6	112907142	134617913	113	21.710771	C231	ARG1_P05089_OID21445_v1_Oncology
6	112907142	134617913	113	21.710771	C231	VNN2_O95498_OID21310_v1_Oncology
6	112907142	134617913	113	21.710771	C231	STX7_O15400_OID30560_v1_Inflammation_II
6	112907142	134617913	113	21.710771	C231	VNN1_O95497_OID30711_v1_Inflammation_II
6	112907142	134617913	113	21.710771	C231	CCN2_P29279_OID20709_v1_Inflammation
