REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
17	72807849	83245326	258	10.437477	C100001416	SDK2_Q58EX2_OID30662_v1_Inflammation_II
17	72807849	83245326	258	10.437477	C100001416	CD300LF_Q8TDQ1_OID21469_v1_Oncology
17	72807849	83245326	258	10.437477	C100001416	CD300C_Q08708_OID21010_v1_Neurology
17	72807849	83245326	258	10.437477	C100001416	CD300E_Q496F6_OID21418_v1_Oncology
17	72807849	83245326	258	10.437477	C100001416	CD300A_Q9UGN4_OID30576_v1_Inflammation_II
17	72807849	83245326	258	10.437477	C100001416	GPRC5C_Q9NQ84_OID31340_v1_Oncology_II
17	72807849	83245326	258	10.437477	C100001416	NT5C_Q8TCD5_OID30294_v1_Cardiometabolic_II
17	72807849	83245326	258	10.437477	C100001416	SLC9A3R1_O14745_OID30630_v1_Inflammation_II
17	72807849	83245326	258	10.437477	C100001416	ACOX1_Q15067_OID20124_v1_Cardiometabolic
17	72807849	83245326	258	10.437477	C100001416	SEPTIN9_Q9UHD8_OID21279_v1_Oncology
17	72807849	83245326	258	10.437477	C100001416	TK1_P04183_OID31294_v1_Oncology_II
17	72807849	83245326	258	10.437477	C100001416	LGALS3BP_Q08380_OID30765_v1_Inflammation_II
17	72807849	83245326	258	10.437477	C100001416	C1QTNF1_Q9BXJ1_OID20367_v1_Cardiometabolic
17	72807849	83245326	258	10.437477	C100001416	TIMP2_P16035_OID30318_v1_Cardiometabolic_II
17	72807849	83245326	258	10.437477	C100001416	CANT1_Q8WVQ1_OID20181_v1_Cardiometabolic
17	72807849	83245326	258	10.437477	C100001416	ENPP7_Q6UWV6_OID20689_v1_Inflammation
17	72807849	83245326	258	10.437477	C100001416	SGSH_P51688_OID30341_v1_Cardiometabolic_II
17	72807849	83245326	258	10.437477	C100001416	NPTX1_Q15818_OID21074_v1_Neurology
17	72807849	83245326	258	10.437477	C100001416	CHMP6_Q96FZ7_OID30327_v1_Cardiometabolic_II
17	72807849	83245326	258	10.437477	C100001416	BAIAP2_Q9UQB8_OID21250_v1_Oncology
17	72807849	83245326	258	10.437477	C100001416	CD7_P09564_OID30543_v1_Inflammation_II
17	72807849	83245326	258	10.437477	C100001416	ASPSCR1_Q9BZE9_OID31055_v1_Neurology_II
17	72807849	83245326	258	10.437477	C100001416	P4HB_P07237_OID21509_v1_Oncology
17	72807849	83245326	258	10.437477	C100001416	PCYT2_Q99447_OID31519_v1_Oncology_II
17	72807849	83245326	258	10.437477	C100001416	DCXR_Q7Z4W1_OID21480_v1_Oncology
