REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
2	21842901	30757393	24	8.914492	C100009345	TP53I3_Q53FA7_OID30632_v1_Inflammation_II
2	21842901	30757393	24	8.914492	C100009345	PTRHD1_Q6GMV3_OID30659_v1_Inflammation_II
2	21842901	30757393	24	8.914492	C100009345	FKBP1B_P68106_OID20618_v1_Inflammation
2	21842901	30757393	24	8.914492	C100009345	ATRAID_Q6UW56_OID31451_v1_Oncology_II
2	21842901	30757393	24	8.914492	C100009345	POMC_P01189_OID30282_v1_Cardiometabolic_II
2	21842901	30757393	24	8.914492	C100009345	PLB1_Q6P1J6_OID31110_v1_Neurology_II
2	21842901	30757393	24	8.914492	C100009345	CGREF1_Q99674_OID20152_v1_Cardiometabolic
2	21842901	30757393	24	8.914492	C100009345	RBKS_Q9H477_OID20986_v1_Neurology
2	21842901	30757393	24	8.914492	C100009345	DTNB_O60941_OID31395_v1_Oncology_II
2	21842901	30757393	24	8.914492	C100009345	KHK_P50053_OID30241_v1_Cardiometabolic_II
