REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
11	44635236	79727143	195	35.091907	C100020414	F2_P00734_OID30723_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	MDK_P21741_OID21489_v1_Oncology
11	44635236	79727143	195	35.091907	C100020414	SERPING1_P05155_OID30777_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	FOLH1_Q04609_OID30430_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	PRG3_Q9Y2Y8_OID30383_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	UBE2L6_O14933_OID30321_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	TIMM10_P62072_OID30358_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	TCN1_P20061_OID30687_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	CBLIF_P27352_OID20179_v1_Cardiometabolic
11	44635236	79727143	195	35.091907	C100020414	PRG2_P13727_OID30381_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	TMEM132A_Q24JP5_OID30287_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	CD6_P30203_OID20649_v1_Inflammation
11	44635236	79727143	195	35.091907	C100020414	CD5_P06127_OID21449_v1_Oncology
11	44635236	79727143	195	35.091907	C100020414	PGA4_P0DJD7_OID30699_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	ASRGL1_Q7L266_OID30283_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	AHNAK_Q09666_OID30260_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	SCGB1A1_P11684_OID20688_v1_Inflammation
11	44635236	79727143	195	35.091907	C100020414	LTBP3_Q9NS15_OID21191_v1_Oncology
11	44635236	79727143	195	35.091907	C100020414	UBXN1_Q04323_OID30654_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	B4GAT1_O43505_OID21127_v1_Neurology
11	44635236	79727143	195	35.091907	C100020414	VEGFB_P49765_OID30554_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	SNX15_Q9NRS6_OID30644_v1_Inflammation_II
11	44635236	79727143	195	35.091907	C100020414	GPHA2_Q96T91_OID31437_v1_Oncology_II
11	44635236	79727143	195	35.091907	C100020414	PRDX5_P30044_OID20644_v1_Inflammation
11	44635236	79727143	195	35.091907	C100020414	CCS_O14618_OID20973_v1_Neurology
11	44635236	79727143	195	35.091907	C100020414	CTSF_Q9UBX1_OID21500_v1_Oncology
11	44635236	79727143	195	35.091907	C100020414	CST6_Q15828_OID20293_v1_Cardiometabolic
11	44635236	79727143	195	35.091907	C100020414	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	CD248_Q9HCU0_OID30394_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	GSTP1_P09211_OID20876_v1_Neurology
11	44635236	79727143	195	35.091907	C100020414	GAL_P22466_OID20727_v1_Inflammation
11	44635236	79727143	195	35.091907	C100020414	IGHMBP2_P38935_OID30123_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	FOLR3_P41439_OID21485_v1_Oncology
11	44635236	79727143	195	35.091907	C100020414	FADD_Q13158_OID20151_v1_Cardiometabolic
11	44635236	79727143	195	35.091907	C100020414	IL18BP_O95998_OID20348_v1_Cardiometabolic
11	44635236	79727143	195	35.091907	C100020414	FOLR1_P15328_OID21529_v1_Oncology
11	44635236	79727143	195	35.091907	C100020414	FOLR2_P14207_OID21062_v1_Neurology
11	44635236	79727143	195	35.091907	C100020414	RELT_Q969Z4_OID21142_v1_Neurology
11	44635236	79727143	195	35.091907	C100020414	CHRDL2_Q6WN34_OID20223_v1_Cardiometabolic
11	44635236	79727143	195	35.091907	C100020414	PPME1_Q9Y570_OID21347_v1_Oncology
11	44635236	79727143	195	35.091907	C100020414	AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II
11	44635236	79727143	195	35.091907	C100020414	RAB6A_P20340_OID20608_v1_Inflammation
11	44635236	79727143	195	35.091907	C100020414	SERPINH1_P50454_OID31322_v1_Oncology_II
11	44635236	79727143	195	35.091907	C100020414	OMP_P47874_OID30835_v1_Neurology_II
