REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
5	33740888	58298574	93	24.557686	C100021726	EGFLAM_Q63HQ2_OID31496_v1_Oncology_II
5	33740888	58298574	93	24.557686	C100021726	GDNF_P39905_OID20861_v1_Neurology
5	33740888	58298574	93	24.557686	C100021726	IL7R_P16871_OID21136_v1_Neurology
5	33740888	58298574	93	24.557686	C100021726	DNAJC21_Q5F1R6_OID31104_v1_Neurology_II
5	33740888	58298574	93	24.557686	C100021726	OSMR_Q99650_OID20356_v1_Cardiometabolic
5	33740888	58298574	93	24.557686	C100021726	LIFR_P42702_OID20606_v1_Inflammation
5	33740888	58298574	93	24.557686	C100021726	C9_P02748_OID30698_v1_Inflammation_II
5	33740888	58298574	93	24.557686	C100021726	C7_P10643_OID30766_v1_Inflammation_II
5	33740888	58298574	93	24.557686	C100021726	GHR_P10912_OID30574_v1_Inflammation_II
5	33740888	58298574	93	24.557686	C100021726	OXCT1_P55809_OID30227_v1_Cardiometabolic_II
5	33740888	58298574	93	24.557686	C100021726	SELENOP_P49908_OID30745_v1_Inflammation_II
5	33740888	58298574	93	24.557686	C100021726	CCL28_Q9NRJ3_OID20569_v1_Inflammation
5	33740888	58298574	93	24.557686	C100021726	ITGA2_P17301_OID30570_v1_Inflammation_II
5	33740888	58298574	93	24.557686	C100021726	MOCS2_O96007_OID30638_v1_Inflammation_II
5	33740888	58298574	93	24.557686	C100021726	FST_P19883_OID20770_v1_Inflammation
5	33740888	58298574	93	24.557686	C100021726	IL31RA_Q8NI17_OID30475_v1_Inflammation_II
5	33740888	58298574	93	24.557686	C100021726	SNX18_Q96RF0_OID31476_v1_Oncology_II
5	33740888	58298574	93	24.557686	C100021726	ESM1_Q9NQ30_OID20758_v1_Inflammation
5	33740888	58298574	93	24.557686	C100021726	GZMA_P12544_OID20663_v1_Inflammation
5	33740888	58298574	93	24.557686	C100021726	IL6ST_P40189_OID20147_v1_Cardiometabolic
