REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
1	14631664	29869503	3	15.237839	C535	CTRC_Q99895_OID20752_v1_Inflammation
1	14631664	29869503	3	15.237839	C535	CELA2A_P08217_OID30411_v1_Cardiometabolic_II
1	14631664	29869503	3	15.237839	C535	DDI2_Q5TDH0_OID30602_v1_Inflammation_II
1	14631664	29869503	3	15.237839	C535	EPHA2_P29317_OID21342_v1_Oncology
1	14631664	29869503	3	15.237839	C535	CASP9_P55211_OID30530_v1_Inflammation_II
1	14631664	29869503	3	15.237839	C535	ZBTB17_Q13105_OID20082_v1_Cardiometabolic
1	14631664	29869503	3	15.237839	C535	SDHB_P21912_OID31436_v1_Oncology_II
1	14631664	29869503	3	15.237839	C535	PADI2_Q9Y2J8_OID20467_v1_Inflammation
1	14631664	29869503	3	15.237839	C535	PADI4_Q9UM07_OID20832_v1_Neurology
1	14631664	29869503	3	15.237839	C535	IGSF21_Q96ID5_OID30210_v1_Cardiometabolic_II
1	14631664	29869503	3	15.237839	C535	AKR7L_Q8NHP1_OID30488_v1_Inflammation_II
1	14631664	29869503	3	15.237839	C535	PLA2G2A_P14555_OID20274_v1_Cardiometabolic
1	14631664	29869503	3	15.237839	C535	NBL1_P41271_OID21486_v1_Oncology
1	14631664	29869503	3	15.237839	C535	CDA_P32320_OID30345_v1_Cardiometabolic_II
1	14631664	29869503	3	15.237839	C535	CELA3A_P09093_OID20298_v1_Cardiometabolic
1	14631664	29869503	3	15.237839	C535	ECE1_P42892_OID20891_v1_Neurology
1	14631664	29869503	3	15.237839	C535	EIF4G3_O43432_OID31022_v1_Neurology_II
1	14631664	29869503	3	15.237839	C535	HSPG2_P98160_OID20383_v1_Cardiometabolic
1	14631664	29869503	3	15.237839	C535	C1QA_P02745_OID20654_v1_Inflammation
1	14631664	29869503	3	15.237839	C535	FUCA1_P04066_OID20261_v1_Cardiometabolic
1	14631664	29869503	3	15.237839	C535	IFNLR1_Q8IU57_OID20506_v1_Inflammation
1	14631664	29869503	3	15.237839	C535	IL22RA1_Q8N6P7_OID20449_v1_Inflammation
1	14631664	29869503	3	15.237839	C535	MYOM3_Q5VTT5_OID30633_v1_Inflammation_II
1	14631664	29869503	3	15.237839	C535	ELOA_Q14241_OID21337_v1_Oncology
1	14631664	29869503	3	15.237839	C535	LDLRAP1_Q5SW96_OID31068_v1_Neurology_II
1	14631664	29869503	3	15.237839	C535	PAFAH2_Q99487_OID31286_v1_Oncology_II
1	14631664	29869503	3	15.237839	C535	EXTL1_Q92935_OID30114_v1_Cardiometabolic_II
1	14631664	29869503	3	15.237839	C535	CD164L2_Q6UWJ8_OID30922_v1_Neurology_II
1	14631664	29869503	3	15.237839	C535	CEP85_Q6P2H3_OID21241_v1_Oncology
1	14631664	29869503	3	15.237839	C535	FGR_P09769_OID20828_v1_Neurology
1	14631664	29869503	3	15.237839	C535	RPA2_P15927_OID30453_v1_Inflammation_II
1	14631664	29869503	3	15.237839	C535	ATP5IF1_Q9UII2_OID20760_v1_Inflammation
1	14631664	29869503	3	15.237839	C535	MECR_Q9BV79_OID30274_v1_Cardiometabolic_II
