REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
17	15251545	32543533	255	17.291988	C100015962	TNFRSF13B_O14836_OID20702_v1_Inflammation
17	15251545	32543533	255	17.291988	C100015962	SHMT1_P34896_OID20714_v1_Inflammation
17	15251545	32543533	255	17.291988	C100015962	ALDH3A1_P30838_OID20512_v1_Inflammation
17	15251545	32543533	255	17.291988	C100015962	MFAP4_P55083_OID30598_v1_Inflammation_II
17	15251545	32543533	255	17.291988	C100015962	LGALS9_O00182_OID20781_v1_Inflammation
17	15251545	32543533	255	17.291988	C100015962	NOS2_P35228_OID30087_v1_Cardiometabolic_II
17	15251545	32543533	255	17.291988	C100015962	BLMH_Q13867_OID20336_v1_Cardiometabolic
17	15251545	32543533	255	17.291988	C100015962	SEZ6_Q53EL9_OID30968_v1_Neurology_II
17	15251545	32543533	255	17.291988	C100015962	GIT1_Q9Y2X7_OID30533_v1_Inflammation_II
17	15251545	32543533	255	17.291988	C100015962	OMG_P23515_OID21352_v1_Oncology
