REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
11	115992491	127039956	201	11.047465	C1537	PCSK7_Q16549_OID31410_v1_Oncology_II
11	115992491	127039956	201	11.047465	C1537	APOA4_P06727_OID30733_v1_Inflammation_II
11	115992491	127039956	201	11.047465	C1537	ZPR1_O75312_OID30801_v1_Neurology_II
11	115992491	127039956	201	11.047465	C1537	APOA1_P02647_OID30769_v1_Inflammation_II
11	115992491	127039956	201	11.047465	C1537	MCAM_P43121_OID20343_v1_Cardiometabolic
11	115992491	127039956	201	11.047465	C1537	SCN4B_Q8IWT1_OID30277_v1_Cardiometabolic_II
11	115992491	127039956	201	11.047465	C1537	THY1_P04216_OID21050_v1_Neurology
11	115992491	127039956	201	11.047465	C1537	TREH_O43280_OID30388_v1_Cardiometabolic_II
11	115992491	127039956	201	11.047465	C1537	TMEM25_Q86YD3_OID31015_v1_Neurology_II
11	115992491	127039956	201	11.047465	C1537	HMBS_P08397_OID21385_v1_Oncology
11	115992491	127039956	201	11.047465	C1537	IL10RA_Q13651_OID20420_v1_Inflammation
11	115992491	127039956	201	11.047465	C1537	HYOU1_Q9Y4L1_OID20300_v1_Cardiometabolic
11	115992491	127039956	201	11.047465	C1537	PHLDB1_Q86UU1_OID31467_v1_Oncology_II
11	115992491	127039956	201	11.047465	C1537	C1QTNF5_Q9BXJ0_OID30618_v1_Inflammation_II
11	115992491	127039956	201	11.047465	C1537	C2CD2L_O14523_OID20864_v1_Neurology
11	115992491	127039956	201	11.047465	C1537	NECTIN1_Q15223_OID30545_v1_Inflammation_II
11	115992491	127039956	201	11.047465	C1537	CRTAM_O95727_OID20914_v1_Neurology
11	115992491	127039956	201	11.047465	C1537	CLMP_Q9H6B4_OID21419_v1_Oncology
11	115992491	127039956	201	11.047465	C1537	SIAE_Q9HAT2_OID21503_v1_Oncology
11	115992491	127039956	201	11.047465	C1537	ESAM_Q96AP7_OID20270_v1_Cardiometabolic
11	115992491	127039956	201	11.047465	C1537	VSIG2_Q96IQ7_OID31371_v1_Oncology_II
11	115992491	127039956	201	11.047465	C1537	ROBO4_Q8WZ75_OID30226_v1_Cardiometabolic_II
11	115992491	127039956	201	11.047465	C1537	CDON_Q4KMG0_OID20754_v1_Inflammation
11	115992491	127039956	201	11.047465	C1537	ACRV1_P26436_OID30513_v1_Inflammation_II
