REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
7	139676377	152127326	136	12.450949	C100004541	TPK1_Q9H3S4_OID30338_v1_Cardiometabolic_II
7	139676377	152127326	136	12.450949	C100004541	KEL_P23276_OID20881_v1_Neurology
7	139676377	152127326	136	12.450949	C100004541	CLEC5A_Q9NY25_OID20165_v1_Cardiometabolic
7	139676377	152127326	136	12.450949	C100004541	EPHA1_P21709_OID20677_v1_Inflammation
7	139676377	152127326	136	12.450949	C100004541	EPHB6_O15197_OID20982_v1_Neurology
7	139676377	152127326	136	12.450949	C100004541	PRSS2_P07478_OID20364_v1_Cardiometabolic
7	139676377	152127326	136	12.450949	C100004541	ARHGEF5_Q12774_OID30871_v1_Neurology_II
7	139676377	152127326	136	12.450949	C100004541	CNTNAP2_Q9UHC6_OID20556_v1_Inflammation
7	139676377	152127326	136	12.450949	C100004541	PDIA4_P13667_OID30375_v1_Cardiometabolic_II
7	139676377	152127326	136	12.450949	C100004541	GIMAP7_Q8NHV1_OID30639_v1_Inflammation_II
7	139676377	152127326	136	12.450949	C100004541	RARRES2_Q99969_OID20373_v1_Cardiometabolic
7	139676377	152127326	136	12.450949	C100004541	GIMAP8_Q8ND71_OID31194_v1_Oncology_II
7	139676377	152127326	136	12.450949	C100004541	AOC1_P19801_OID20452_v1_Inflammation
7	139676377	152127326	136	12.450949	C100004541	NOS3_P29474_OID20834_v1_Neurology
7	139676377	152127326	136	12.450949	C100004541	NUB1_Q9Y5A7_OID20510_v1_Inflammation
