REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
15	70694751	91536773	242	20.842022	C445	CD276_Q5ZPR3_OID20680_v1_Inflammation
15	70694751	91536773	242	20.842022	C445	PPCDC_Q96CD2_OID21027_v1_Neurology
15	70694751	91536773	242	20.842022	C445	CSPG4_Q6UVK1_OID30397_v1_Cardiometabolic_II
15	70694751	91536773	242	20.842022	C445	NEO1_Q92859_OID31066_v1_Neurology_II
15	70694751	91536773	242	20.842022	C445	ISLR2_Q6UXK2_OID20889_v1_Neurology
15	70694751	91536773	242	20.842022	C445	CTSH_P09668_OID20113_v1_Cardiometabolic
15	70694751	91536773	242	20.842022	C445	MPI_P34949_OID21288_v1_Oncology
15	70694751	91536773	242	20.842022	C445	SEMA7A_O75326_OID20283_v1_Cardiometabolic
15	70694751	91536773	242	20.842022	C445	DNAJA4_Q8WW22_OID31130_v1_Neurology_II
15	70694751	91536773	242	20.842022	C445	IL16_Q14005_OID20633_v1_Inflammation
15	70694751	91536773	242	20.842022	C445	MESD_Q14696_OID21099_v1_Neurology
15	70694751	91536773	242	20.842022	C445	NTRK3_Q16288_OID21057_v1_Neurology
15	70694751	91536773	242	20.842022	C445	ACAN_P16112_OID20159_v1_Cardiometabolic
15	70694751	91536773	242	20.842022	C445	MFGE8_Q08431_OID21134_v1_Neurology
15	70694751	91536773	242	20.842022	C445	ANPEP_P15144_OID20350_v1_Cardiometabolic
15	70694751	91536773	242	20.842022	C445	PLIN1_O60240_OID20835_v1_Neurology
15	70694751	91536773	242	20.842022	C445	NGRN_Q9NPE2_OID31115_v1_Neurology_II
15	70694751	91536773	242	20.842022	C445	FURIN_P09958_OID21514_v1_Oncology
15	70694751	91536773	242	20.842022	C445	FES_P07332_OID21207_v1_Oncology
