REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
22	15285783	34482381	290	19.196598	C1053	IL17RA_Q96F46_OID21089_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	ADA2_Q9NZK5_OID20394_v1_Cardiometabolic
22	15285783	34482381	290	19.196598	C1053	BID_P55957_OID20517_v1_Inflammation
22	15285783	34482381	290	19.196598	C1053	DGCR6_Q14129_OID30859_v1_Neurology_II
22	15285783	34482381	290	19.196598	C1053	COMT_P21964_OID20086_v1_Cardiometabolic
22	15285783	34482381	290	19.196598	C1053	SCARF2_Q96GP6_OID21048_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	CRKL_P46109_OID20742_v1_Inflammation
22	15285783	34482381	290	19.196598	C1053	GP1BB_P13224_OID30174_v1_Cardiometabolic_II
22	15285783	34482381	290	19.196598	C1053	RANBP1_P43487_OID30258_v1_Cardiometabolic_II
22	15285783	34482381	290	19.196598	C1053	RTN4R_Q9BZR6_OID21424_v1_Oncology
22	15285783	34482381	290	19.196598	C1053	SERPIND1_P05546_OID30767_v1_Inflammation_II
22	15285783	34482381	290	19.196598	C1053	SNAP29_O95721_OID21506_v1_Oncology
22	15285783	34482381	290	19.196598	C1053	PPM1F_P49593_OID30350_v1_Cardiometabolic_II
22	15285783	34482381	290	19.196598	C1053	IGLC2_P0DOY2_OID30740_v1_Inflammation_II
22	15285783	34482381	290	19.196598	C1053	BCR_P11274_OID20558_v1_Inflammation
22	15285783	34482381	290	19.196598	C1053	GGT5_P36269_OID20909_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	GSTT2B_P0CG30_OID31097_v1_Neurology_II
22	15285783	34482381	290	19.196598	C1053	SUSD2_Q9UGT4_OID21098_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	GGT1_P19440_OID21075_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	CHCHD10_Q8WYQ3_OID31116_v1_Neurology_II
22	15285783	34482381	290	19.196598	C1053	DDT_P30046_OID30372_v1_Cardiometabolic_II
22	15285783	34482381	290	19.196598	C1053	MIF_P14174_OID21073_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	UPB1_Q9UBR1_OID30352_v1_Cardiometabolic_II
22	15285783	34482381	290	19.196598	C1053	CRYBB2_P43320_OID31081_v1_Neurology_II
22	15285783	34482381	290	19.196598	C1053	SEZ6L_Q9BYH1_OID21488_v1_Oncology
22	15285783	34482381	290	19.196598	C1053	CRYBB1_P53674_OID30319_v1_Cardiometabolic_II
22	15285783	34482381	290	19.196598	C1053	TCN2_P20062_OID20341_v1_Cardiometabolic
22	15285783	34482381	290	19.196598	C1053	PIK3IP1_Q96FE7_OID21094_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	LIF_P15018_OID20824_v1_Neurology
22	15285783	34482381	290	19.196598	C1053	OSM_P13725_OID20574_v1_Inflammation
22	15285783	34482381	290	19.196598	C1053	TIMP3_P35625_OID20684_v1_Inflammation
