REGION_CHR	REGION_START	REGION_STOP	REGION_NUMBER	REGION_LENGTH	CID	GENES
8	14691506	28875624	141	14.184118	C999924309	MSR1_P21757_OID21063_v1_Neurology
8	14691506	28875624	141	14.184118	C999924309	FGL1_Q08830_OID30702_v1_Inflammation_II
8	14691506	28875624	141	14.184118	C999924309	ASAH1_Q13510_OID30415_v1_Cardiometabolic_II
8	14691506	28875624	141	14.184118	C999924309	LPL_P06858_OID20188_v1_Cardiometabolic
8	14691506	28875624	141	14.184118	C999924309	MTUS1_Q9ULD2_OID31315_v1_Oncology_II
8	14691506	28875624	141	14.184118	C999924309	DOK2_O60496_OID20138_v1_Cardiometabolic
8	14691506	28875624	141	14.184118	C999924309	GFRA2_O00451_OID21330_v1_Oncology
8	14691506	28875624	141	14.184118	C999924309	TNFRSF10C_O14798_OID20265_v1_Cardiometabolic
8	14691506	28875624	141	14.184118	C999924309	REEP4_Q9H6H4_OID31028_v1_Neurology_II
8	14691506	28875624	141	14.184118	C999924309	TNFRSF10B_O14763_OID20981_v1_Neurology
8	14691506	28875624	141	14.184118	C999924309	SLC39A14_Q15043_OID20852_v1_Neurology
8	14691506	28875624	141	14.184118	C999924309	TNFRSF10A_O00220_OID20967_v1_Neurology
8	14691506	28875624	141	14.184118	C999924309	STC1_P52823_OID21014_v1_Neurology
8	14691506	28875624	141	14.184118	C999924309	CLU_P10909_OID30732_v1_Inflammation_II
8	14691506	28875624	141	14.184118	C999924309	BNIP3L_O60238_OID30525_v1_Inflammation_II
8	14691506	28875624	141	14.184118	C999924309	EPHX2_P34913_OID20119_v1_Cardiometabolic
8	14691506	28875624	141	14.184118	C999924309	SCARA5_Q6ZMJ2_OID21058_v1_Neurology
